name,rtg,oil_water,fish_type,country,brand,salt,sugar,sauce,boneless,skinless,pieces,size_g,size_oz,smoked,grilled,citrus,garlic,chili_pepper,tomato,dairy,gluten,organic,kosher_cert,servings,sodium_per_serving,rda_sodium
Albert Ménès Boneless Sardines in Organic Extra Virgin Olive Oil,15.5,Olive Oil,sardines,France,Albert Ménès,Yes,No,None,Yes,No,Unstated,115,4.06,No,No,No,No,No,No,No,No,No,None,,,
"Albert Ménès Vintage Whole Anchovies, 2018",19,Olive Oil,anchovy,France,Albert Ménès,Yes,No,None,No,No,Unstated,115,4.06,No,No,No,No,No,No,No,No,No,None,,,
Alkorta Cod Fillets in Olive Oil,19,Olive Oil,cod,Spain,Alkorta,Yes,No,None,Yes,Yes,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,None,2.5,370,15
Alshark Moroccan Sardines in Oil,3.25,Vegetable Oil,sardines,Morocco,Alshark,Yes,No,None,No,No,Unstated,120,4.23,Yes,No,No,No,No,No,No,No,No,None,1,603,25
Alshark Moroccan Sardines in Spicy Oil,3.25,Vegetable Oil,sardines,Morocco,Alshark,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.23,Yes,No,No,No,Yes,No,No,No,No,None,1,603,25
Angelo Parodi Boneless & Skinless Sardine Fillets in Olive Oil,6.75,Olive Oil,sardines,Morocco,Angelo Parodi,Yes,No,None,Yes,Yes,Unstated,105,3.7,No,No,No,No,No,No,No,No,No,None,1,300,10
"Angelo Parodi Grated Mullet Bottarga (Salted, Dried Roe)",8.5,None,mullet,Italy,Angelo Parodi,Yes,No,None,Yes,Yes,Unstated,20,0.7,No,No,No,No,No,No,No,No,No,None,,,10
Angelo Parodi Mackerel Filets in Olive Oil,6.5,Olive Oil,mackerel,Italy,Angelo Parodi,Yes,No,None,Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,1,330,14
Angelo Parodi Mackerel Filets in Olive Oil with Ginger and Chili Pepper,6.5,Olive Oil,mackerel,Italy,Angelo Parodi,Yes,No,"Ginger, Chili Pepper",Yes,Yes,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,1,330,14
Angelo Parodi Portuguese Sardines in Olive Oil,5,Olive Oil,sardines,Italy,Angelo Parodi,Yes,No,None,No,No,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,420,18
Angelo Parodi Salmon al Naturale (in water),12.5,Water,salmon,Italy,Angelo Parodi,Yes,No,None,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,None,1,140,6
Angelo Parodi Spicy Portuguese Sardines in Olive Oil,5,Olive Oil,sardines,Italy,Angelo Parodi,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.23,No,No,No,No,Yes,No,No,No,No,None,1,420,18
Angelo Parodi Trancio di Tonno all'Olio d'Oliva (Yellowfin Tuna Loin Slice in Olive Oil),13.5,Olive Oil,tuna,Italy,Angelo Parodi,Yes,No,None,,,,150,5.29,No,No,No,No,No,No,No,No,No,None,1,420,18
Angelo Parodi Ventresca di Tonno in Olio d'Oliva (Yellowfin Ventresca in Olive Oil),17,Olive Oil,tuna,Italy,Angelo Parodi,Yes,No,None,,,,115,4.06,No,No,No,No,No,No,No,No,No,None,1,420,18
Appel Herring Fillets in Paprika Sauce,6.5,Canola Oil,herring,Germany,Appel,Yes,Yes,"Papkrika, Tomato",,,,200,7.05,No,No,No,No,No,Yes,Yes,No,No,None,2.5,410,16
Appel Herring Fillets in Tomato Sauce,6.5,Canola Oil,herring,Germany,Appel,Yes,Yes,Tomato,,,,200,7.05,No,No,No,No,No,Yes,No,No,No,None,2.5,390,17
"Appel Smoked Trout Fillets, Skinless in Canola Oil",9.5,Canola Oil,trout,Germany,Appel,Yes,No,None,,,,110,3.88,Yes,No,No,No,No,No,No,No,No,None,1,490,21
"Ar de Arte Wild Codfish in EVOO with Garlic and Black Pepper, Fernando Rei Edition",18.5,Extra Virgin Olive Oil,cod,Spain,Ar de Arte,Yes,No,"Garlic, black pepper",,,,110,3.88,No,No,No,Yes,No,No,No,No,No,None,1,270,10
"Ar de Arte Cockles in Brine 30/40, Fernando Rei Edition",46,Salt Brine,cockles,Spain,Ar de Arte,Yes,No,None,Yes,Yes,30/40,110,3.88,No,No,No,No,No,No,No,No,No,None,1,370,15
"Ar de Arte Fried Mussels in Escabeche 7/10, Fernando Rei Edition",28,"Olive Oil, Wine Vinegar",mussels,Spain,Ar de Arte,Yes,No,Escabeche,Yes,Yes,7/10,110,3.88,No,No,No,Yes,Not Specified,No,No,No,No,None,1,400,15
"Ar de Arte Razor Clams in Brine, Fernando Rei Edition",33.5,Salt Brine,razor clam,Spain,Ar de Arte,Yes,No,None,Yes,Yes,8,110,3.88,No,No,No,No,No,No,No,No,No,None,1,370,18
Ar de Arte Scallops with Garlic and Chili Pepper (con Allo e Guindilla)),28,Olive Oil,scallops,Spain,Ar de Arte,Yes,No,"Chili, garlic",,,Unstated,110,3.9,No,No,No,Yes,Yes,No,No,No,No,None,1,240,10
"Ar de Arte Small Sardines in Olive Oil 14/16, Fernando Rei Edition",23,Olive Oil,sardines,Spain,Ar de Arte,Yes,No,none,No,no,14/16,110,3.88,No,No,No,No,No,No,No,No,No,None,1,390,18
"Ar de Arte Small Scallops in Vieira Sauce 12/16, Fernando Rei Edition",24.5,Olive Oil,scallops,Spain,Ar de Arte,Yes,No,Tomato,yes,yes,12/16,110,3.88,No,No,No,No,No,Yes,No,No,No,None,1,520,25
Arroyabe Anchovy Fillets in Olive Oil,8,Olive Oil,anchovy,Spain,Arroyabe,Yes,No,None,Yes,Yes,Unstated,50,1.8,No,No,No,No,No,No,No,No,No,None,2,950,42
Arroyabe Bonito del Norte (Albacore) in Olive Oil,9.5,Olive Oil,tuna,Spain,Arroyabe,Yes,No,None,,,,111,4.0,No,No,No,No,No,No,No,No,No,None,1,290,13
Arroyabe Ventresca of Bonito del Norte (Albacore) in Olive Oil,23,Olive Oil,tuna,Spain,Arroyabe,Yes,No,None,,,,111,3.9,No,No,No,No,No,No,No,No,No,None,1.5,218,9
Artesanos Alalunga Cocochas de Merluza Europea (European Hake Cheeks) in Olive Oil 6/8,37,Extra Virgin Olive Oil,hake,Spain,Artesanos Alalunga,Yes,No,None,Yes,Yes,Unstated,134,4.73,No,No,No,No,No,No,No,No,No,None,1.34,200,?
Artesanos Alalunga Cuttlefish In Its Own Ink,23,Extra Virgin Olive Oil,cuttlefish,Spain,Artesanos Alalunga,Yes,No,Ink,,,Unstated,138,4.87,No,No,No,Yes,No,No,No,No,No,None,1.38,160,?
Artesanos Alalunga European Hake in Salsa Verde,24,Olive Oil,hake,Spain,Artesanos,Yes,No,Salsa Verde,,,,138,4.87,No,No,No,Yes,No,No,No,No,No,None,1,280,
Artesanos Alalunga European Hake Loins in Olive Oil (Lomos de Merluza Europea),24,Extra Virgin Olive Oil,hake,Spain,Artesanos Alalunga,Yes,No,None,Yes,Yes,Unstated,138,4.87,No,No,No,No,No,No,No,No,No,None,1.38,200,?
Artesanos Alalunga Mackerel in Olive Oil,20,Olive Oil,mackerel,Spain,Artesanos,Yes,No,None,,,,138,4.87,No,No,No,No,No,No,No,No,No,None,1,200,
Artesanos Alalunga Sea Bass with Olive Oil,32,Olive Oil,sea bass,Spain,Artesanos,Yes,No,None,,,,138,4.87,No,No,No,No,No,No,No,No,No,None,1,190,
Artesanos Alalunga Sea Bass with Pesto,32,Olive Oil,sea bass,Spain,Artesanos,Yes,Yes,Basil Pesto,,,,138,4.87,No,No,No,Yes,No,No,No,No,No,None,1,95,
Artesanos Alalunga Tarantelo de Bonito del Norte in Extra Virgin Olive Oil,27,Extra Virgin Olive Oil,tuna,Spain,Artesanos Alalunga,Yes,No,None,,,,138,4.87,No,No,No,No,No,No,No,No,No,None,0.88,500,?
Artesanos Bonito del Norte (Albacore) Loins in Tomato Sauce,23,Olive Oil,tuna,Spain,Artesanos,Yes,Yes,Tomato,,,,138,4.87,No,No,No,Yes,Yes,Yes,No,No,No,None,1,280,
Artesanos Bonito del Norte (Albacore) Loins with Onion and Green Peppers,23,Olive Oil,tuna,Spain,Artesanos,Yes,No,"Pepper, Onion",,,,138,4.87,No,No,No,No,No,No,No,No,No,None,1,280,
AS do MAR Ventresca of Yellowfin,25,Olive Oil,tuna,Italy,AS do MAR,Yes,No,None,,,,125,4.4,No,No,No,No,No,No,No,No,No,None,1,310,14
AS do MAR Yellowfin Loin,12.5,Olive Oil,tuna,Italy,AS do MAR,Yes,No,None,,,,200,7.05,No,No,No,No,No,No,No,No,No,None,1,670,29
Ati Manel Garfish in Olive Oil,8,Olive Oil,garfish,Portugal,Ati Manel,Yes,No,None,,,,120,4.2,No,No,No,No,No,No,No,No,No,None,1,85,10
Ati Manel Garfish in Spiced Olive Oil,8,Olive Oil,garfish,Portugal,Ati Manel,Yes,No,None,,,,120,4.2,No,No,No,No,Yes,No,No,No,No,None,1,85,10
Ati Manel Mackerel Fillets in Olive Oil,9,Olive Oil,mackerel,Portugal,Ati Manel,Yes,No,None,,,,125,4.4,No,No,No,No,No,No,No,No,No,None,1,85,14
Ati Manel Mussels in Escabeche,10,"Sunflower Oil, Wine Vinegar",mussels,Spain,Ati Manel,Yes,No,Escabeche,,,,110,3.9,No,No,No,Yes,No,No,No,No,No,None,1,110,10
Ati Manel Octopus in Garlic Sauce,14.5,Sunflower Oil,octopus,Spain,Ati Manel,Yes,No,Garlic,,,,110,3.9,No,No,No,Yes,No,No,No,No,No,None,1,100,10
Ati Manel Razor Clams in Brine,18,Brine,razor clam,Spain,Ati Manel,Yes,No,None,,,,110,3.9,No,No,No,No,No,No,No,No,No,None,1,100,19
Ati Manel Sardines in Olive Oil,8,Olive Oil,sardines,Portugal,Ati Manel,Yes,No,None,,,,125,4.4,No,No,No,No,No,No,No,No,No,None,1,80,15
Ati Manel Sardines in Olive Oil with Lemon,8,Olive Oil,sardines,Portugal,Ati Manel,Yes,No,Lemon,,,,125,4.4,No,No,Yes,No,No,No,No,No,No,None,1,68,16
Ati Manel Sardines in Spicy Olive Oil,8,Olive Oil,sardines,Portugal,Ati Manel,Yes,No,Spicy oil,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,None,1,560,
Ati Manel Sardines in Tomato Sauce,8,Olive Oil,sardines,Portugal,Ati Manel,Yes,Yes,Tomato,,,,120,4.2,No,No,No,No,No,Yes,No,No,No,None,1,110,14
Ati Manel Scallops in “Caldeirada” Sauce,12,Olive Oil,scallops,Spain,Ati Manel,Yes,Yes,Caldeirada,,,,120,4.2,No,No,No,No,No,Yes,No,No,No,None,1,100,10
Ati Manel Spiced Mussels in Escabeche,10,"Sunflower Oil, Wine Vinegar",mussels,Spain,Ati Manel,Yes,No,Escabeche,,,,110,3.9,No,No,No,Yes,Yes,No,No,No,No,None,1,100,10
Ati Manel Spiced Tuna Fillets in Olive Oil,13.5,Olive Oil,tuna,Portugal,Ati Manel,Yes,No,Spicy oil,,,,120,4.2,No,No,No,No,Yes,No,No,No,No,None,1,130,24
Ati Manel Squid Pieces in Ink,8,Sunflower Oil,squid,Spain,Ati Manel,Yes,No,"Tomato, onion, squid ink",,,,110,3.9,No,No,No,No,Yes,Yes,No,No,No,None,1,118,21
Ati Manel Tuna Fillets in Olive Oil,13.5,Olive Oil,tuna,Portugal,Ati Manel,Yes,No,None,,,,110,3.9,No,No,No,No,No,No,No,No,No,None,1,55,11
Belveder Cod Liver,4.5,None,cod,?,Belveder,Yes,No,None,,,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,None,2,278,11
"Belveder Riga Smoked Sprats in Oil, 160g",3.5,Rapeseed Oil,sprats,Latvia,Belveder,Yes,No,None,No,No,Unstated,160,5.6,Yes,No,No,No,No,No,No,No,No,None,3,220,10
"Belveder Riga Smoked Sprats in Oil, 240g",4.5,Rapeseed Oil,sprats,Latvia,Belveder,Yes,No,None,No,No,Unstated,240,8.5,Yes,No,No,No,No,No,No,No,No,None,3,220,10
Bogar Cockles in Brine 45/55,18,Water,cockles,Spain,Bogar,Yes,No,None,,,45/55,111,4.0,No,No,No,No,No,No,No,No,No,None,2,370,16
Bogar Mussels in Escabeche 12/16,9,Sunflower Oil,mussels,Spain,Bogar,Yes,No,Escabeche,,,12/16,111,4.0,No,No,No,No,No,No,No,No,No,None,2,510,22
Bogar Sardines in Spicy Oil 3/5,8,Sunflower Oil,sardines,Spain,Bogar,yes,No,Spiced/Spicy,No,No,3/5,115,4.0,No,No,No,No,Yes,No,NO,No,No,None,2,240,11
Bogar Squid Pieces in Ink,6.5,Sunflower Oil,squid,Spain,Bogar,Yes,No,Ink,,,Unstated,111,4.0,No,No,No,No,No,Yes,No,No,No,None,2,260,11
Bon Appetit Sardines in Hot Olive Oil,3.5,Olive Oil,sardines,Portugal,Bon Appetit,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.23,No,No,No,No,Yes,No,No,No,No,None,1,170,7
Bon Appetit Sardines in Hot Sunflower Oil,3.5,Sunflower,sardines,Portugal,Bon Appetit,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.23,No,No,No,No,Yes,No,No,No,No,None,1,300,13
Bon Appetit Sardines in Hot Tomato Sauce,3.5,Sunflower,sardines,Portugal,Bon Appetit,Yes,No,Spiced/Spicy Tomato,No,No,Unstated,120,4.23,No,No,No,No,Yes,Yes,No,No,No,None,1,160,7
Bon Appetit Sardines in Olive Oil,3.5,Olive Oil,sardines,Portugal,Bon Appetit,Yes,No,None,No,No,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,190,8
Bon Appetit Sardines in Sunflower Oil,3.5,Sunflower,sardines,Portugal,Bon Appetit,Yes,No,None,No,No,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,170,8
Bon Appetit Sardines in Tomato Sauce,3.5,Sunflower,sardines,Portugal,Bon Appetit,Yes,No,Tomato,No,No,Unstated,120,4.23,No,No,No,No,No,Yes,No,No,No,None,1,280,12
Briosa Gourmet Boneless Skinless Sardines in Olive Oil,10,Olive Oil,sardines,Portugal,Briosa,Yes,No,None,Yes,Yes,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,340,15
Briosa Gourmet Mackerel Fillets in Olive Oil,8,Olive Oil,mackerel,Portugal,Briosa,Yes,No,None,Yes,Yes,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,340,15
Briosa Gourmet Sardines in Olive Oil,7,Olive Oil,sardines,Portugal,Briosa,Yes,No,None,No,No,Unstated,120,4.23,No,No,No,No,No,No,No,No,No,None,1,340,15
Briosa Gourmet Spiced Mackerel Fillets in Olive Oil,8.75,Olive Oil,mackerel,Portugal,Briosa,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120,4.23,No,No,No,No,Yes,No,No,No,No,None,1,340,14
Briosa Gourmet Spiced Sardines in Olive Oil,7,Olive Oil,sardines,Portugal,Briosa,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.23,No,No,No,Yes,Yes,No,No,No,No,None,1,340,15
Briosa Gourmet Tuna Fillets in Olive Oil with Chickpeas,8,Olive Oil,tuna,Portugal,Briosa,Yes,No,"Chickpeas, onion",,,,120,4.23,No,No,No,No,No,No,No,No,No,None,1,620,26
Callol Serrats L’Escala Anchovy Fillets,13,Olive Oil,anchovy,Spain,Callol Serrats,Yes,No,None,Yes,Yes,Unstated,50,1.76,No,No,No,No,No,No,No,No,No,None,2,880,37
"Callol Serrats L’Escala Anchovy Fillets, 100g glass jar",19,Olive Oil,anchovy,Spain,Callol Serrats,Yes,No,None,Yes,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,4,880,37
"Chatka King Crab 100% Legs, 121g",77,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,121,4.3,No,No,No,No,No,No,No,No,No,None,1,,
"Chatka King Crab 100% Legs, 185g",105,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,185,6.5,No,No,No,No,No,No,No,No,No,None,2,,
"Chatka King Crab 15% Legs, 121g",43,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,121,4.3,No,No,No,No,No,No,No,No,No,None,1,836,
"Chatka King Crab 15% Legs, 185g",50,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,185,6.5,No,No,No,No,No,No,No,No,No,None,2,,
"Chatka King Crab 60% Legs, 121g",53,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,121,4.3,No,No,No,No,No,No,No,No,No,None,1,,
"Chatka King Crab 60% Legs, 185g",68,Water,king crab,Spain,Chatka,Yes,No,None,Yes,Yes,Unstated,185,6.5,No,No,No,No,No,No,No,No,No,None,2,,
"Codesa Serie Rosa Anchovy Fillet in Olive Oil, 7/10",20,Extra Virgin Olive Oil,anchovy,Spain,Codesa,Yes,No,None,Yes,Yes,7/10,55,1.94,No,No,No,No,No,No,No,No,No,None,2,552,24
Codesa Serie Limitada (Limited Series) Anchovy Fillet in Olive Oil,20,Extra Virgin Olive Oil,anchovy,Spain,Codesa,Yes,No,None,Yes,Yes,7/10,55,1.94,No,No,No,No,No,No,No,No,No,None,3,733,31
Codesa Serie Oro (Gold Series) Anchovy Fillet in Olive Oil,15.5,Olive Oil,anchovy,Spain,Codesa,Yes,No,None,Yes,Yes,8/10,55,1.94,No,No,No,No,No,No,No,No,No,None,3,733,31
Cole's Select Snow Crab,16,Water,crab,Chile,Cole's,Yes,No,None,,,,150,5.3,No,No,No,No,No,No,No,No,No,None,2,250,11
Cole's Smoked Mussels in Olive Oil,8.5,Olive Oil,mussels,Chile,Cole's,Yes,No,None,,,Unstated,114,4.0,Yes,No,No,No,No,No,No,No,No,None,1,207,9
Cole's Smoked Rainbow Trout in Olive Oil,8.5,Olive Oil,trout,Chile,Cole's,Yes,No,None,Yes,No,Unstated,91,3.2,Yes,No,No,No,No,No,No,No,No,None,1,300,13
Cole's Smoked Salmon in Olive Oil,9.5,Olive Oil,salmon,Chile,Cole's,Yes,No,None,Yes,Yes,Unstated,91,3.2,Yes,No,No,No,No,No,No,No,No,None,1,300,12.5
Cole's Smoked Trout with Lemon & Cracked Pepper,8.5,Olive Oil,trout,Chile,Cole's,Yes,No,"Lemon, Pepper",Yes,No,Unstated,91,3.2,Yes,No,Yes,No,No,No,No,No,No,None,1,374,16
"Cole's Stuffed Calamari with Rice, Tomato, Onion, and Spices",9,"Sunflower Oil, Soybean Oil",squid,Portugal,Cole's,Yes,No,Tomato,,,Unstated,115,4.1,No,No,No,No,No,Yes,No,No,No,None,1,820,36
Cole's Tuna Fillets in Olive Oil,11,Olive Oil,tuna,Cape Verde,Cole's,Yes,No,None,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,2,280,12
Cole's Tuna Fillets in Olive Oil & Fennel,11,Olive Oil,tuna,Cape Verde,Cole's,Yes,No,Fennel Seeds,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,1.5,170,7
Cole's Tuna Fillets in Olive Oil with Oregano,11,Olive Oil,tuna,Cape Verde,Cole's,Yes,No,Oregano,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,2,280,12
Cole's Tuna Fillets in Olive Oil with Sweet Red Pepper,11,Olive Oil,tuna,Cape Verde,Cole's,Yes,Yes,Red Bell Pepper,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,1.5,250,11
Cole's Wild Atlantic Chub Mackerel in Olive Oil,6,Olive Oil,mackerel,Cape Verde,Cole's,Yes,No,None,Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,1,340,15
Conservas de Cambados Baby Eels in Olive Oil,49,Olive Oil,eel,Spain,Conservas de Cambados,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,Yes,No,No,No,No,None,1,620,27
Conservas de Cambados Barnacles (Percebes) in Brine,33.5,Water,barnacles,Spain,Conservas de Cambados,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,1240,54
Conservas de Cambados Cockles in Brine 20/25,54,Water,cockles,Spain,Conservas de Cambados,Yes,No,None,,,20/25,111,4.0,No,No,No,No,No,No,No,No,No,None,2,370,19
Conservas de Cambados Cockles in Brine 30/40,31.5,Water,cockles,Spain,Conservas de Cambados,Yes,No,None,,,30/40,111,4.0,No,No,No,No,No,No,No,No,No,None,1,750,33
Conservas de Cambados Fried Mussels in Escabeche 4/6,23,Olive Oil,mussels,Spain,Conservas de Cambados,Yes,No,Escabeche,,,4/6,11,4.0,No,No,No,No,No,No,No,No,No,None,1,620,27
Conservas de Cambados Fried Mussels in Escabeche 6/8 (King Size),19,Olive Oil,mussels,Spain,Conservas de Cambados,Yes,No,Escabeche,,,6/8,111,4.0,No,No,No,No,No,No,No,No,No,None,1,620,27
Conservas de Cambados Fried Mussels in Escabeche 8/12,14.5,Olive Oil,mussels,Spain,Conservas de Cambados,Yes,No,Escabeche,,,8/12,111,4.0,No,No,No,No,No,No,No,No,No,None,1,620,27
Conservas de Cambados Garfish (Agujas) in Olive Oil,6.5,Olive Oil,garfish,Spain,Conservas de Cambados,Yes,No,None,No,No,4/6,115,4.0,No,No,No,No,No,No,No,No,No,None,1,460,20
Conservas de Cambados Large Fried Mussels in Escabeche 16/20 (Large Format Tin),30,Olive Oil,mussels,Spain,Conservas de Cambados,Yes,No,Escabeche,,,16/20,266,9.0,No,No,No,No,No,No,No,No,No,None,3,476,21
Conservas de Cambados Mackerel Fillet in Olive Oil,10,Olive Oil,mackerel,Spain,Conservas de Cambados,Yes,No,None,Yes,Yes,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,1,260,11
Conservas de Cambados Octopus in Galician Sauce,12,Sunflower Oil,octopus,Spain,Conservas de Cambados,Yes,No,Galician,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,200,9
Conservas de Cambados Octopus in Olive Oil,13,Olive Oil,octopus,Spain,Conservas de Cambados,Yes,No,None,,,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,360,15
Conservas de Cambados Razorshells (Razor Clams) in Brine,19,Water,razor clam,Spain,Conservas de Cambados,Yes,No,None,,,4/6,111,4.0,No,No,No,No,No,No,No,No,No,None,1,800,35
Conservas de Cambados Sea Urchin Roes in Brine,30,Water,urchin,Spain,Conservas de Cambados,Yes,No,None,,,,80,3.0,No,No,No,No,No,No,No,No,No,None,1,420,18
Conservas de Cambados Small Sardines in Olive Oil 16/22,10.5,Olive Oil,sardines,Spain,Conservas de Cambados,Yes,No,None,No,No,16/22,115,4.0,No,No,No,No,No,No,No,No,No,None,1,740,32
Conservas de Cambados Small Sardines in Olive Oil 20/25,12,Olive Oil,sardines,Spain,Conservas de Cambados,Yes,No,None,No,No,20/25,115,4.0,No,No,No,No,No,No,No,No,No,None,1,740,32
Conservas de Cambados Small Scallops in Galician Sauce,10,Sunflower Oil,scallops,Spain,Conservas de Cambados,Yes,No,Galician,,,Unstated,111,4.0,No,No,No,No,No,Yes,No,No,No,None,1,310,14
"Conservas de Cambados Squid Ink (Tina de Calamar), 4-pack of 4g packets",6,Water,cuttlefish,Spain,Conservas de Cambados,Yes,No,Cuttlefish Ink,,,,4,0.14,No,No,No,No,No,No,No,No,No,None,4,310,14
Conservas de Cambados Stuffed Squids in Ink 6/8,17,Sunflower Oil,squid,Spain,Conservas de Cambados,Yes,No,Ink,,,6/8,111,4.0,No,No,No,No,No,Yes,No,No,No,None,1,390,17
Conservas de Cambados Stuffed Squids in Olive Oil 6/8,21,Olive Oil,squid,Spain,Conservas de Cambados,Yes,No,None,,,6/8,111,4.0,No,No,No,No,No,No,No,No,No,None,1,220,10
Conservas de Cambados Very Small Sardines in Olive Oil 25/30,15,Olive Oil,sardines,Spain,Conservas de Cambados,Yes,No,None,No,No,25/30,115,4.0,No,No,No,No,No,No,No,No,No,None,1,740,32
Conservas de Cambados White Tuna Belly (Ventresca) Fillets in Olive Oil,21.5,Olive Oil,tuna,Spain,Conservas de Cambados,Yes,No,None,,,,111,4.0,No,No,No,No,No,No,No,No,No,None,1,270,12
Conservas de Cambados White Tuna in Olive Oil,13.25,Olive Oil,tuna,Spain,Conservas de Cambados,Yes,No,None,,,,111,4.0,No,No,No,No,No,No,No,No,No,None,1,270,11
Don Bocarte Anchovy Fillets in Extra Virgin Olive Oil 6/7,18.5,Extra Virgin Olive Oil,anchovy,Spain,Don Bocarte,Yes,No,None,Yes,Yes,6/7,48,1.69,No,No,No,No,No,No,No,No,No,None,2,480,20
Don Bocarte Sliced Bonita Del Norte (Lomo Laminado),16.5,Olive Oil,tuna,Spain,Don Bocarte,Yes,No,None,,,,120,4.23,No,No,No,No,No,No,No,No,No,None,2,230,10
Don Bocarte Ventresca Bonito Del Norte,73,Olive Oil,tuna,Spain,Don Bocarte,Yes,No,None,,,,190,6.7,No,No,No,No,No,No,No,No,No,None,3,220,9
Don Bocarte Wild Bluefin (Atun Rojo) Belly (Ventresca) in Olive Oil,44.5,Olive Oil,tuna,Spain,Don Bocarte,Yes,No,None,Yes,Yes,,120,4.23,No,No,No,No,No,No,No,No,No,None,2,230,10
Don Gastronom (La Narval) Octopus with Garlic in Sunflower Oil,12,Sunflower Oil,octopus,Spain,Don Gastronom,Yes,No,Garlic,,,,110,3.8,No,No,No,Yes,No,No,No,No,No,None,1,330,15
Don Gastronom (La Narval) Scallops in Vieira Sauce,9.5,Sunflower Oil,scallops,Spain,Don Gastronom,Yes,No,"tomato, onion, spices, and salt.",,,Unstated,110,3.8,No,No,No,No,N,Yes,No,No,No,None,1,520,25
Don Gastronom (La Narval) Yellowfin Tuna with Honey and Mustard,8,Sunflower Oil,tuna,Spain,Don Gastronom,Yes,Yes,"mustard, honey",,,,110,3.8,No,No,No,No,No,No,No,No,No,None,1,570,25
Don Gastronom (La Narval) Yellowfin Tuna with Lemon,8,Sunflower Oil,tuna,Spain,Don Gastronom,Yes,No,lemon,,,,110,3.8,No,No,Yes,No,No,No,No,No,No,None,1,460,20
Don Gastronom (La Narval) Yellowfin Tuna with Orange and Clove,8,Sunflower Oil,tuna,Spain,Don Gastronom,Yes,No,"orange, clove",,,,110,3.8,No,No,Yes,No,No,No,No,No,No,None,1,390,15
Don Gastronom (La Narval) Yellowfin Tuna with Tomato and Basil,8,Sunflower Oil,tuna,Spain,Don Gastronom,Yes,No,"tomato, basil",,,,110,3.8,No,No,No,No,N,Yes,No,No,No,None,1,210,10
Don Gastronom Cockles in Brine 55/65,15,Water,cockles,Spain,Don Gastronom,Yes,No,None,,,55/65,110,3.8,No,No,No,No,No,No,No,No,No,None,1,370,15
Don Gastronom Fried Small Mussels in Escabeche 12/16,8,Sunflower Oil,mussels,Spain,Don Gastronom,Yes,No,Escabeche,,,12/16,110,3.8,No,No,No,No,No,No,No,No,No,None,1,420,20
Don Gastronom (La Narval) Mussels in Spicy Garlic Sauce,8,Olive Oil,mussels,Spain,Don Gastronom,Yes,No,"Galric, Chili",,,Unstated,110,3.8,No,No,No,Yes,Yes,No,No,No,No,None,1,311,15
Don Gastronom Galician Clams in Brine,27,Water,clams,Spain,Don Gastronom,Yes,No,None,,,25/30,110,3.8,No,No,No,No,No,No,No,No,No,None,1,350,15
Don Gastronom Mackerel Fillets in Olive Oil 4/6,6,Olive Oil,mackerel,Spain,Don Gastronom,Yes,No,None,Yes,Yes,4/6,110,3.8,No,No,No,No,No,No,No,No,No,None,1,150,6
Don Gastronom Mackerel Fillets in Tomato Sauce 4/6,6,Sunflower Oil,mackerel,Spain,Don Gastronom,Yes,No,Tomato,Yes,Yes,4/6,120,3.8,No,No,No,No,No,Yes,No,No,No,None,1,200,8
